transaction_id,customer_id,merchant,category,purchase_amount,installment_count,installment_amount,purchase_date,final_due_date,status,credit_score,risk_score,late_fee,default_flag
T000999,C7016,BestBuy,Sports,4801.67,3,1600.56,2023-01-23,2023-04-23,late,742,10.55,39.93,0
T001000,C4335,Adidas,Sports,2619.26,12,218.27,2023-03-24,2024-03-18,ongoing,576,25.9,0.0,0
T001001,C9038,Adidas,Books,4887.11,4,1221.78,2023-08-17,2023-12-15,ongoing,723,12.96,0.0,0
T001002,C5873,IKEA,Electronics,3792.62,3,1264.21,2023-12-10,2024-03-09,ongoing,775,9.31,0.0,0
T001003,C2481,Apple Store,Books,829.32,18,46.07,2023-03-21,2024-09-11,ongoing,326,53.57,0.0,0
T001004,C7305,Amazon,Grocery,2397.58,3,799.19,2023-12-19,2024-03-18,defaulted,813,4.01,0.0,1
T001005,C4451,IKEA,Grocery,3598.7,12,299.89,2023-10-17,2024-10-11,ongoing,763,9.29,0.0,0
T001006,C1054,IKEA,Office,1255.52,3,418.51,2023-11-27,2024-02-25,ongoing,662,20.52,0.0,0
T001007,C8643,BestBuy,Health,3212.06,12,267.67,2023-06-08,2024-06-02,ongoing,682,16.51,0.0,0
T001008,C4462,Target,Grocery,3341.34,3,1113.78,2023-05-08,2023-08-06,ongoing,824,1.93,0.0,0
T001009,C1832,Amazon,Fashion,834.43,4,208.61,2023-07-09,2023-11-06,ongoing,681,18.81,0.0,0
T001010,C6954,Adidas,Electronics,2836.3,6,472.72,2023-01-31,2023-07-30,ongoing,483,38.15,0.0,0
T001011,C9519,Apple Store,Electronics,3863.84,12,321.99,2023-12-25,2024-12-19,paid,493,34.99,0.0,0
T001012,C8221,IKEA,Grocery,2507.01,12,208.92,2023-01-15,2024-01-10,ongoing,761,8.76,0.0,0
T001013,C4310,Walmart,Beauty,85.21,12,7.1,2023-11-09,2024-11-03,ongoing,355,49.16,0.0,0
T001014,C4300,Walmart,Sports,69.97,12,5.83,2023-03-16,2024-03-10,ongoing,529,30.7,0.0,0
T001015,C7722,IKEA,Beauty,1801.22,3,600.41,2023-02-03,2023-05-04,paid,788,8.03,0.0,0
T001016,C8218,AliExpress,Health,4632.82,3,1544.27,2023-12-25,2024-03-24,paid,327,51.92,0.0,0
T001017,C8776,Apple Store,Health,1162.67,3,387.56,2023-07-15,2023-10-13,paid,483,38.2,0.0,0
T001018,C4675,BestBuy,Automotive,3180.96,4,795.24,2023-11-27,2024-03-26,paid,724,11.36,0.0,0
T001019,C4054,Adidas,Health,1129.83,4,282.46,2023-01-29,2023-05-29,paid,674,17.79,0.0,0
T001020,C8970,IKEA,Automotive,1625.31,4,406.33,2023-07-13,2023-11-10,ongoing,340,49.1,0.0,0
T001021,C3143,Amazon,Electronics,4244.01,3,1414.67,2023-01-16,2023-04-16,late,783,7.76,39.22,0
T001022,C6207,IKEA,Fashion,3651.09,6,608.52,2023-03-18,2023-09-14,ongoing,559,29.42,0.0,0
T001023,C3538,Nike,Home,499.61,3,166.54,2023-10-20,2024-01-18,ongoing,740,11.5,0.0,0
T001024,C5547,Adidas,Sports,2157.79,4,539.45,2023-03-22,2023-07-20,paid,383,44.91,0.0,0
T001025,C6619,Target,Automotive,170.12,4,42.53,2023-05-04,2023-09-01,ongoing,345,49.34,0.0,0
T001026,C9356,Adidas,Office,2417.43,6,402.9,2023-01-19,2023-07-18,late,739,9.4,12.98,0
T001027,C7612,Amazon,Fashion,3320.61,6,553.44,2023-04-12,2023-10-09,ongoing,818,2.36,0.0,0
T001028,C6005,Nike,Books,614.55,6,102.42,2023-03-18,2023-09-14,late,737,11.81,29.81,0
T001029,C1822,Target,Office,1462.2,3,487.4,2023-08-17,2023-11-15,late,435,41.76,19.36,0
T001030,C1943,eBay,Fashion,2004.24,4,501.06,2023-10-24,2024-02-21,defaulted,482,37.25,0.0,1
T001031,C7150,Amazon,Office,4599.67,3,1533.22,2023-07-22,2023-10-20,late,471,38.1,27.16,0
T001032,C5425,Walmart,Grocery,4966.44,4,1241.61,2023-03-02,2023-06-30,late,838,0.29,43.54,0
T001033,C9966,AliExpress,Office,248.43,4,62.11,2023-01-26,2023-05-26,paid,419,42.08,0.0,0
T001034,C3198,Adidas,Automotive,3811.01,3,1270.34,2023-03-12,2023-06-10,ongoing,580,25.55,0.0,0
T001035,C5242,eBay,Fashion,1874.33,3,624.78,2023-04-13,2023-07-12,ongoing,607,25.7,0.0,0
T001036,C4695,Nike,Books,1977.48,18,109.86,2023-11-22,2025-05-15,paid,576,27.87,0.0,0
T001037,C4452,eBay,Health,3777.47,18,209.86,2023-12-29,2025-06-21,defaulted,829,0.85,0.0,1
T001038,C2308,BestBuy,Office,4594.17,4,1148.54,2023-06-06,2023-10-04,paid,594,24.31,0.0,0
T001039,C5177,Apple Store,Books,4755.87,3,1585.29,2023-12-29,2024-03-28,late,352,51.29,10.45,0
T001040,C9705,Adidas,Fashion,2896.18,3,965.39,2023-12-25,2024-03-24,late,731,12.87,14.97,0
T001041,C7852,Apple Store,Books,1801.68,4,450.42,2023-07-13,2023-11-10,ongoing,351,50.54,0.0,0
T001042,C7035,Walmart,Home,3943.06,12,328.59,2023-10-02,2024-09-26,ongoing,371,47.53,0.0,0
T001043,C4594,eBay,Home,1273.73,3,424.58,2023-11-20,2024-02-18,ongoing,327,51.35,0.0,0
T001044,C5841,Nike,Office,2831.27,6,471.88,2023-07-05,2024-01-01,ongoing,768,10.12,0.0,0
T001045,C2409,Walmart,Office,1808.93,3,602.98,2023-11-22,2024-02-20,paid,846,1.59,0.0,0
T001046,C5566,Apple Store,Office,3291.74,18,182.87,2023-04-23,2024-10-14,defaulted,700,14.21,0.0,1
T001047,C5491,eBay,Sports,1220.98,4,305.24,2023-11-09,2024-03-08,paid,500,36.39,0.0,0
T001048,C2555,Walmart,Grocery,978.17,6,163.03,2023-06-14,2023-12-11,ongoing,765,9.54,0.0,0
T001049,C1804,Amazon,Books,4593.24,4,1148.31,2023-03-02,2023-06-30,ongoing,678,16.39,0.0,0
T001050,C2279,IKEA,Beauty,531.47,6,88.58,2023-04-02,2023-09-29,ongoing,476,37.11,0.0,0
T001051,C8083,AliExpress,Electronics,2542.14,3,847.38,2023-10-13,2024-01-11,ongoing,351,48.64,0.0,0
T001052,C6986,Target,Office,1123.74,3,374.58,2023-06-02,2023-08-31,ongoing,378,45.64,0.0,0
T001053,C6619,Amazon,Automotive,218.68,12,18.22,2023-08-13,2024-08-07,ongoing,684,17.49,0.0,0
T001054,C2387,Walmart,Home,204.19,12,17.02,2023-05-07,2024-05-01,ongoing,307,53.37,0.0,0
T001055,C3679,Nike,Home,896.73,12,74.73,2023-07-12,2024-07-06,ongoing,513,34.98,0.0,0
T001056,C3106,BestBuy,Health,4337.18,6,722.86,2023-04-25,2023-10-22,late,324,54.58,32.41,0
T001057,C9173,IKEA,Electronics,1430.33,12,119.19,2023-09-19,2024-09-13,ongoing,749,8.41,0.0,0
T001058,C5223,Target,Books,4753.53,3,1584.51,2023-01-18,2023-04-18,ongoing,756,9.29,0.0,0
T001059,C5831,Amazon,Fashion,2918.57,4,729.64,2023-01-10,2023-05-10,ongoing,760,10.21,0.0,0
T001060,C3768,BestBuy,Electronics,2197.16,4,549.29,2023-04-02,2023-07-31,ongoing,497,36.46,0.0,0
T001061,C4186,BestBuy,Grocery,2910.94,6,485.16,2023-05-19,2023-11-15,paid,393,46.74,0.0,0
T001062,C3573,BestBuy,Office,2595.57,4,648.89,2023-11-29,2024-03-28,paid,736,10.8,0.0,0
T001063,C3599,IKEA,Automotive,3799.91,3,1266.64,2023-12-23,2024-03-22,ongoing,826,2.22,0.0,0
T001064,C5033,eBay,Books,1430.42,6,238.4,2023-12-06,2024-06-03,paid,677,17.68,0.0,0
T001065,C9428,Amazon,Books,1781.43,12,148.45,2023-02-21,2024-02-16,ongoing,403,46.6,0.0,0
T001066,C2304,eBay,Office,4473.12,4,1118.28,2023-07-14,2023-11-11,paid,338,50.51,0.0,0
T001067,C8368,Adidas,Grocery,4733.62,3,1577.87,2023-07-25,2023-10-23,ongoing,757,10.99,0.0,0
T001068,C6877,IKEA,Office,4465.48,3,1488.49,2023-10-14,2024-01-12,ongoing,663,17.78,0.0,0
T001069,C2301,BestBuy,Office,2111.75,3,703.92,2023-04-03,2023-07-02,paid,434,43.56,0.0,0
T001070,C3541,BestBuy,Electronics,3907.32,3,1302.44,2023-11-05,2024-02-03,late,673,18.38,17.71,0
T001071,C3051,IKEA,Automotive,2394.77,6,399.13,2023-05-25,2023-11-21,paid,531,31.75,0.0,0
T001072,C7809,Adidas,Books,2500.26,6,416.71,2023-03-27,2023-09-23,ongoing,338,51.65,0.0,0
T001073,C9633,AliExpress,Health,1043.28,6,173.88,2023-06-02,2023-11-29,ongoing,346,49.49,0.0,0
T001074,C9996,Nike,Office,2965.87,4,741.47,2023-01-02,2023-05-02,defaulted,335,50.6,0.0,1
T001075,C1074,AliExpress,Sports,951.03,12,79.25,2023-12-08,2024-12-02,ongoing,394,44.05,0.0,0
T001076,C7981,eBay,Fashion,1674.53,3,558.18,2023-09-17,2023-12-16,ongoing,660,17.46,0.0,0
T001077,C6475,IKEA,Office,4278.78,4,1069.7,2023-06-13,2023-10-11,ongoing,824,1.99,0.0,0
T001078,C9232,Nike,Office,1055.2,12,87.93,2023-01-06,2024-01-01,ongoing,445,41.55,0.0,0
T001079,C8184,AliExpress,Books,379.01,3,126.34,2023-05-29,2023-08-27,ongoing,667,18.73,0.0,0
T001080,C6796,eBay,Home,368.31,3,122.77,2023-07-24,2023-10-22,ongoing,364,47.01,0.0,0
T001081,C8141,Walmart,Beauty,4705.4,12,392.12,2023-04-28,2024-04-22,ongoing,527,33.71,0.0,0
T001082,C2622,Apple Store,Fashion,2546.93,4,636.73,2023-03-30,2023-07-28,late,819,3.51,5.16,0
T001083,C9041,Nike,Home,2061.83,6,343.64,2023-06-03,2023-11-30,ongoing,480,38.84,0.0,0
T001084,C1341,Target,Electronics,4059.12,3,1353.04,2023-06-16,2023-09-14,ongoing,800,5.68,0.0,0
T001085,C3074,Nike,Sports,4183.23,6,697.2,2023-06-10,2023-12-07,paid,454,38.3,0.0,0
T001086,C8992,eBay,Beauty,1677.65,4,419.41,2023-09-27,2024-01-25,paid,834,1.5,0.0,0
T001087,C1645,BestBuy,Fashion,3475.75,3,1158.58,2023-02-25,2023-05-26,ongoing,734,12.19,0.0,0
T001088,C5263,eBay,Home,3861.34,6,643.56,2023-08-16,2024-02-12,late,398,43.31,17.13,0
T001089,C9801,Amazon,Automotive,3281.89,3,1093.96,2023-12-03,2024-03-02,ongoing,671,15.96,0.0,0
T001090,C7136,BestBuy,Automotive,779.19,4,194.8,2023-05-29,2023-09-26,late,661,17.42,17.14,0
T001091,C9646,eBay,Grocery,4382.52,3,1460.84,2023-02-15,2023-05-16,ongoing,411,42.91,0.0,0
T001092,C3969,AliExpress,Office,2707.0,3,902.33,2023-05-24,2023-08-22,ongoing,752,9.52,0.0,0
T001093,C4028,Apple Store,Sports,1430.3,3,476.77,2023-08-26,2023-11-24,late,468,38.15,12.65,0
T001094,C8643,eBay,Beauty,2140.51,3,713.5,2023-09-29,2023-12-28,paid,438,39.75,0.0,0
T001095,C3681,AliExpress,Fashion,211.92,12,17.66,2023-04-30,2024-04-24,ongoing,530,32.69,0.0,0
T001096,C4629,Target,Automotive,661.14,3,220.38,2023-12-06,2024-03-05,ongoing,538,31.58,0.0,0
T001097,C5225,Amazon,Sports,3833.6,4,958.4,2023-08-08,2023-12-06,ongoing,552,28.98,0.0,0
T001098,C4067,Walmart,Beauty,25.06,3,8.35,2023-01-08,2023-04-08,paid,735,9.55,0.0,0
T001099,C6941,Amazon,Grocery,2097.41,4,524.35,2023-12-10,2024-04-08,ongoing,721,11.21,0.0,0
T001100,C2386,BestBuy,Automotive,2624.49,12,218.71,2023-10-02,2024-09-26,ongoing,602,24.37,0.0,0
T001101,C3866,Apple Store,Books,296.81,3,98.94,2023-12-19,2024-03-18,ongoing,371,46.52,0.0,0
T001102,C5788,Amazon,Automotive,4866.06,18,270.34,2023-03-07,2024-08-28,paid,562,28.31,0.0,0
T001103,C6490,Nike,Health,1149.97,3,383.32,2023-03-20,2023-06-18,late,521,33.41,40.66,0
T001104,C5124,Walmart,Books,1538.39,6,256.4,2023-03-27,2023-09-23,paid,376,47.59,0.0,0
T001105,C9340,BestBuy,Sports,1537.11,4,384.28,2023-05-04,2023-09-01,ongoing,361,47.82,0.0,0
T001106,C4850,Nike,Grocery,1171.32,12,97.61,2023-07-21,2024-07-15,late,770,7.38,34.66,0
T001107,C6415,BestBuy,Home,32.33,6,5.39,2023-05-30,2023-11-26,paid,456,39.86,0.0,0
T001108,C8679,Nike,Electronics,3653.49,4,913.37,2023-02-15,2023-06-15,late,424,44.04,36.38,0
T001109,C7819,Adidas,Office,4835.06,3,1611.69,2023-04-23,2023-07-22,ongoing,460,40.01,0.0,0
T001110,C9378,Apple Store,Office,1140.86,3,380.29,2023-04-01,2023-06-30,ongoing,840,1.21,0.0,0
T001111,C2333,AliExpress,Automotive,3323.66,12,276.97,2023-05-21,2024-05-15,paid,834,1.05,0.0,0
T001112,C5150,Amazon,Fashion,3715.93,4,928.98,2023-10-16,2024-02-13,ongoing,405,43.96,0.0,0
T001113,C7766,Target,Books,4245.92,4,1061.48,2023-08-06,2023-12-04,ongoing,430,43.52,0.0,0
T001114,C3711,Nike,Health,2127.58,6,354.6,2023-03-18,2023-09-14,late,656,17.56,11.98,0
T001115,C5853,Adidas,Automotive,1532.08,4,383.02,2023-11-30,2024-03-29,late,301,56.85,17.06,0
T001116,C7212,Apple Store,Grocery,1643.34,18,91.3,2023-06-01,2024-11-22,defaulted,532,32.46,0.0,1
T001117,C8479,Target,Electronics,3570.29,6,595.05,2023-11-19,2024-05-17,paid,668,18.92,0.0,0
T001118,C6408,Amazon,Home,4088.48,6,681.41,2023-08-27,2024-02-23,ongoing,550,28.15,0.0,0
T001119,C8715,Adidas,Electronics,928.53,12,77.38,2023-04-25,2024-04-19,ongoing,407,44.72,0.0,0
T001120,C9942,Target,Health,1870.43,3,623.48,2023-11-15,2024-02-13,ongoing,575,27.44,0.0,0
T001121,C2762,Walmart,Electronics,4512.15,3,1504.05,2023-04-04,2023-07-03,ongoing,479,35.52,0.0,0
T001122,C8101,IKEA,Electronics,4038.3,4,1009.58,2023-02-17,2023-06-17,ongoing,592,24.91,0.0,0
T001123,C8674,BestBuy,Sports,4924.67,3,1641.56,2023-07-10,2023-10-08,ongoing,474,39.16,0.0,0
T001124,C7122,BestBuy,Grocery,3777.39,6,629.56,2023-01-12,2023-07-11,paid,422,43.0,0.0,0
T001125,C1481,eBay,Grocery,1981.15,12,165.1,2023-06-05,2024-05-30,paid,526,32.05,0.0,0
T001126,C1153,Walmart,Beauty,2963.42,4,740.86,2023-06-21,2023-10-19,defaulted,743,8.99,0.0,1
T001127,C8617,IKEA,Automotive,3313.55,4,828.39,2023-10-23,2024-02-20,paid,727,13.16,0.0,0
T001128,C2524,eBay,Fashion,415.32,18,23.07,2023-06-26,2024-12-17,paid,382,47.61,0.0,0
T001129,C3120,Target,Beauty,2733.87,4,683.47,2023-12-07,2024-04-05,paid,364,49.06,0.0,0
T001130,C3343,eBay,Grocery,3553.87,4,888.47,2023-02-26,2023-06-26,defaulted,580,27.04,0.0,1
T001131,C6136,Nike,Office,857.42,4,214.36,2023-12-09,2024-04-07,paid,690,15.74,0.0,0
T001132,C6760,Walmart,Automotive,3908.64,12,325.72,2023-12-06,2024-11-30,late,727,12.67,19.61,0
T001133,C2240,Adidas,Health,2929.27,6,488.21,2023-07-22,2024-01-18,late,406,43.33,5.32,0
T001134,C1060,Adidas,Sports,4762.3,6,793.72,2023-07-04,2023-12-31,late,847,2.07,35.68,0
T001135,C2639,IKEA,Home,236.05,12,19.67,2023-05-01,2024-04-25,ongoing,561,29.26,0.0,0
T001136,C7185,Amazon,Office,1345.0,4,336.25,2023-08-14,2023-12-12,ongoing,458,38.44,0.0,0
T001137,C8970,Adidas,Grocery,3017.73,4,754.43,2023-07-21,2023-11-18,ongoing,564,28.4,0.0,0
T001138,C2252,Walmart,Automotive,1500.39,12,125.03,2023-11-26,2024-11-20,ongoing,767,9.52,0.0,0
T001139,C5203,Apple Store,Grocery,3579.26,4,894.82,2023-12-29,2024-04-27,ongoing,501,33.55,0.0,0
T001140,C9363,BestBuy,Books,3801.05,6,633.51,2023-12-22,2024-06-19,ongoing,454,38.77,0.0,0
T001141,C4549,Apple Store,Beauty,535.02,12,44.58,2023-08-04,2024-07-29,ongoing,312,54.52,0.0,0
T001142,C5197,eBay,Home,2581.43,6,430.24,2023-02-12,2023-08-11,ongoing,596,24.66,0.0,0
T001143,C8009,AliExpress,Home,2556.73,6,426.12,2023-01-23,2023-07-22,paid,797,6.47,0.0,0
T001144,C7667,Nike,Fashion,1862.17,12,155.18,2023-06-04,2024-05-29,ongoing,544,29.12,0.0,0
T001145,C3322,AliExpress,Books,4666.3,12,388.86,2023-07-05,2024-06-29,paid,599,26.15,0.0,0
T001146,C5090,Walmart,Electronics,4141.84,4,1035.46,2023-09-06,2024-01-04,paid,661,17.17,0.0,0
T001147,C7960,AliExpress,Books,3493.62,3,1164.54,2023-08-25,2023-11-23,paid,653,17.75,0.0,0
T001148,C4004,Apple Store,Home,3578.78,4,894.7,2023-10-20,2024-02-17,late,820,4.59,26.42,0
T001149,C6136,Amazon,Office,2322.04,6,387.01,2023-05-14,2023-11-10,ongoing,685,16.83,0.0,0
T001150,C1329,Walmart,Fashion,4606.95,4,1151.74,2023-11-17,2024-03-16,ongoing,611,23.31,0.0,0
T001151,C4640,BestBuy,Health,3480.61,6,580.1,2023-01-22,2023-07-21,ongoing,713,12.63,0.0,0
T001152,C8982,IKEA,Office,3651.68,4,912.92,2023-12-27,2024-04-25,ongoing,577,27.77,0.0,0
T001153,C5107,Walmart,Automotive,4311.91,6,718.65,2023-03-29,2023-09-25,paid,655,19.54,0.0,0
T001154,C2341,Target,Electronics,1388.51,3,462.84,2023-06-02,2023-08-31,ongoing,824,4.57,0.0,0
T001155,C9407,BestBuy,Beauty,4040.18,6,673.36,2023-05-05,2023-11-01,ongoing,315,55.43,0.0,0
T001156,C1338,Walmart,Health,996.32,4,249.08,2023-03-20,2023-07-18,ongoing,344,51.14,0.0,0
T001157,C6895,Target,Office,1743.08,3,581.03,2023-12-12,2024-03-11,ongoing,620,22.77,0.0,0
T001158,C3708,BestBuy,Automotive,1694.66,3,564.89,2023-02-20,2023-05-21,paid,625,22.46,0.0,0
T001159,C2750,eBay,Grocery,4893.16,6,815.53,2023-08-04,2024-01-31,paid,447,41.03,0.0,0
T001160,C6604,Adidas,Sports,4286.27,4,1071.57,2023-06-25,2023-10-23,ongoing,654,18.01,0.0,0
T001161,C3421,Nike,Electronics,3513.32,3,1171.11,2023-12-24,2024-03-23,ongoing,535,30.81,0.0,0
T001162,C8119,Adidas,Beauty,3642.11,18,202.34,2023-09-10,2025-03-03,ongoing,404,42.9,0.0,0
T001163,C9901,Apple Store,Fashion,2821.31,6,470.22,2023-09-03,2024-03-01,ongoing,773,5.99,0.0,0
T001164,C6319,IKEA,Books,4736.78,18,263.15,2023-08-15,2025-02-05,late,695,14.28,39.35,0
T001165,C7609,Adidas,Sports,2493.89,4,623.47,2023-04-16,2023-08-14,ongoing,745,10.44,0.0,0
T001166,C6387,Walmart,Electronics,1918.08,4,479.52,2023-07-12,2023-11-09,paid,519,34.24,0.0,0
T001167,C4993,eBay,Health,836.1,12,69.68,2023-11-12,2024-11-06,late,741,10.84,18.14,0
T001168,C9680,AliExpress,Grocery,3936.37,4,984.09,2023-10-29,2024-02-26,ongoing,327,51.64,0.0,0
T001169,C9044,Apple Store,Fashion,3678.86,6,613.14,2023-02-05,2023-08-04,ongoing,774,5.93,0.0,0
T001170,C9238,Adidas,Home,1937.17,3,645.72,2023-07-23,2023-10-21,defaulted,604,24.8,0.0,1
T001171,C5873,Amazon,Office,150.34,4,37.58,2023-09-24,2024-01-22,late,704,13.69,15.97,0
T001172,C5806,IKEA,Office,4199.01,3,1399.67,2023-09-25,2023-12-24,ongoing,812,4.26,0.0,0
T001173,C9592,AliExpress,Fashion,81.8,3,27.27,2023-06-19,2023-09-17,paid,801,6.81,0.0,0
T001174,C6913,Nike,Home,3525.91,3,1175.3,2023-02-08,2023-05-09,late,647,18.75,15.35,0
T001175,C8124,Walmart,Office,4852.03,3,1617.34,2023-05-19,2023-08-17,ongoing,539,29.95,0.0,0
T001176,C4157,eBay,Electronics,2202.37,18,122.35,2023-10-19,2025-04-11,late,636,21.29,46.4,0
T001177,C1390,BestBuy,Fashion,1193.99,3,398.0,2023-02-21,2023-05-22,ongoing,325,54.37,0.0,0
T001178,C5430,Adidas,Fashion,3531.73,6,588.62,2023-10-14,2024-04-11,ongoing,708,15.29,0.0,0
T001179,C9820,Amazon,Health,4090.21,12,340.85,2023-10-16,2024-10-10,defaulted,376,48.99,0.0,1
T001180,C8686,IKEA,Home,2743.49,6,457.25,2023-05-21,2023-11-17,late,516,32.73,33.27,0
T001181,C5232,Nike,Health,4836.0,3,1612.0,2023-05-26,2023-08-24,ongoing,627,24.27,0.0,0
T001182,C9007,Adidas,Home,282.05,6,47.01,2023-11-10,2024-05-08,ongoing,322,51.21,0.0,0
T001183,C2521,Nike,Health,2536.36,6,422.73,2023-07-03,2023-12-30,paid,609,22.31,0.0,0
T001184,C2500,AliExpress,Fashion,3599.31,6,599.88,2023-06-01,2023-11-28,paid,566,29.82,0.0,0
T001185,C7737,AliExpress,Books,4316.64,6,719.44,2023-07-20,2024-01-16,paid,714,15.31,0.0,0
T001186,C4294,Apple Store,Books,916.8,18,50.93,2023-05-08,2024-10-29,defaulted,566,26.76,0.0,1
T001187,C6085,Adidas,Books,4005.02,6,667.5,2023-10-14,2024-04-11,late,632,20.25,11.64,0
T001188,C3419,eBay,Fashion,2774.72,4,693.68,2023-11-07,2024-03-06,ongoing,749,8.23,0.0,0
T001189,C4042,IKEA,Office,1997.85,6,332.98,2023-09-10,2024-03-08,ongoing,546,28.82,0.0,0
T001190,C5497,BestBuy,Grocery,680.28,3,226.76,2023-09-23,2023-12-22,ongoing,335,50.34,0.0,0
T001191,C2466,BestBuy,Beauty,4329.85,12,360.82,2023-07-07,2024-07-01,paid,700,16.88,0.0,0
T001192,C4561,Walmart,Grocery,807.43,3,269.14,2023-08-18,2023-11-16,paid,327,52.97,0.0,0
T001193,C1614,Walmart,Books,1566.19,4,391.55,2023-09-28,2024-01-26,ongoing,519,34.21,0.0,0
T001194,C6392,IKEA,Office,1467.98,12,122.33,2023-09-16,2024-09-10,ongoing,705,15.6,0.0,0
T001195,C8693,Adidas,Fashion,4360.28,6,726.71,2023-10-26,2024-04-23,ongoing,570,28.14,0.0,0
T001196,C4223,Adidas,Automotive,3371.7,4,842.92,2023-07-17,2023-11-14,ongoing,810,5.19,0.0,0
T001197,C8138,AliExpress,Office,3988.49,4,997.12,2023-11-19,2024-03-18,ongoing,585,26.88,0.0,0
T001198,C3667,Amazon,Automotive,1271.08,12,105.92,2023-02-25,2024-02-20,ongoing,753,8.96,0.0,0
T001199,C8980,Walmart,Fashion,3133.75,4,783.44,2023-11-15,2024-03-14,ongoing,616,23.64,0.0,0
T001200,C1130,Amazon,Electronics,2869.44,12,239.12,2023-07-22,2024-07-16,ongoing,596,25.53,0.0,0
T001201,C3983,Adidas,Home,4168.33,3,1389.44,2023-09-28,2023-12-27,paid,637,22.59,0.0,0
T001202,C5278,Walmart,Beauty,4532.78,6,755.46,2023-04-19,2023-10-16,ongoing,606,26.33,0.0,0
T001203,C8126,BestBuy,Grocery,85.48,12,7.12,2023-04-26,2024-04-20,late,727,11.94,45.34,0
T001204,C9230,Nike,Health,3378.25,3,1126.08,2023-04-02,2023-07-01,paid,650,21.05,0.0,0
T001205,C8694,Walmart,Health,282.88,4,70.72,2023-05-18,2023-09-15,paid,810,2.4,0.0,0
T001206,C7640,Adidas,Home,2755.57,3,918.52,2023-10-30,2024-01-28,paid,824,3.71,0.0,0
T001207,C6468,Adidas,Office,1455.97,6,242.66,2023-02-26,2023-08-25,ongoing,791,5.39,0.0,0
T001208,C1920,Nike,Health,1551.21,4,387.8,2023-02-19,2023-06-19,ongoing,308,52.36,0.0,0
T001209,C8564,Amazon,Sports,1780.97,6,296.83,2023-03-12,2023-09-08,defaulted,796,4.85,0.0,1
T001210,C9684,IKEA,Health,3115.93,3,1038.64,2023-03-23,2023-06-21,paid,739,11.54,0.0,0
T001211,C9502,Nike,Fashion,1686.9,3,562.3,2023-04-15,2023-07-14,defaulted,407,42.78,0.0,1
T001212,C9930,BestBuy,Home,3670.18,3,1223.39,2023-03-29,2023-06-27,paid,544,32.3,0.0,0
T001213,C4241,Adidas,Beauty,2037.52,4,509.38,2023-01-02,2023-05-02,ongoing,554,27.91,0.0,0
T001214,C1545,eBay,Home,365.06,6,60.84,2023-12-26,2024-06-23,ongoing,332,53.52,0.0,0
T001215,C5346,BestBuy,Beauty,3924.21,12,327.02,2023-03-25,2024-03-19,paid,322,53.63,0.0,0
T001216,C4810,Amazon,Sports,1446.65,6,241.11,2023-02-12,2023-08-11,ongoing,348,49.52,0.0,0
T001217,C8206,Nike,Health,2178.02,4,544.5,2023-06-03,2023-10-01,ongoing,761,8.46,0.0,0
T001218,C3032,Adidas,Home,3435.08,18,190.84,2023-11-23,2025-05-16,late,635,22.46,22.61,0
T001219,C9436,Adidas,Automotive,1678.97,6,279.83,2023-04-04,2023-10-01,ongoing,657,19.71,0.0,0
T001220,C1271,Nike,Books,306.51,12,25.54,2023-10-25,2024-10-19,ongoing,421,43.59,0.0,0
T001221,C4511,IKEA,Sports,1885.26,4,471.32,2023-05-13,2023-09-10,late,743,10.26,11.56,0
T001222,C2771,Nike,Office,4723.63,3,1574.54,2023-03-06,2023-06-04,late,658,19.15,15.35,0
T001223,C5361,Walmart,Automotive,3217.63,3,1072.54,2023-10-17,2024-01-15,ongoing,645,22.46,0.0,0
T001224,C8069,Target,Beauty,3365.61,6,560.94,2023-09-14,2024-03-12,late,492,34.66,8.03,0
T001225,C1920,IKEA,Home,3170.6,3,1056.87,2023-08-01,2023-10-30,late,715,13.17,25.91,0
T001226,C9190,Target,Beauty,1014.99,4,253.75,2023-05-28,2023-09-25,ongoing,676,16.57,0.0,0
T001227,C4430,Amazon,Beauty,2106.21,4,526.55,2023-03-02,2023-06-30,ongoing,762,9.86,0.0,0
T001228,C5435,AliExpress,Sports,3760.93,6,626.82,2023-05-29,2023-11-25,ongoing,445,41.56,0.0,0
T001229,C4760,BestBuy,Automotive,529.33,6,88.22,2023-03-29,2023-09-25,ongoing,777,6.47,0.0,0
T001230,C3050,Apple Store,Home,1407.32,3,469.11,2023-11-20,2024-02-18,ongoing,707,12.63,0.0,0
T001231,C2165,Nike,Health,1399.69,4,349.92,2023-10-05,2024-02-02,defaulted,585,24.55,0.0,1
T001232,C9567,BestBuy,Electronics,2174.29,6,362.38,2023-03-23,2023-09-19,paid,410,43.71,0.0,0
T001233,C3033,Apple Store,Grocery,4902.33,18,272.35,2023-05-09,2024-10-30,paid,349,49.74,0.0,0
T001234,C7467,Amazon,Grocery,360.83,6,60.14,2023-10-13,2024-04-10,defaulted,313,55.65,0.0,1
T001235,C1145,Amazon,Sports,2605.54,12,217.13,2023-12-19,2024-12-13,late,433,41.58,20.41,0
T001236,C5388,AliExpress,Office,917.34,6,152.89,2023-10-07,2024-04-04,ongoing,642,19.83,0.0,0
T001237,C8832,IKEA,Fashion,4854.12,6,809.02,2023-09-27,2024-03-25,ongoing,585,28.06,0.0,0
